"word","score","polarity"
"hoja_de_cuchilla",0.25,"positive"
"hoja_de_cuchillo",0.25,"positive"
"hoja_informativa",0.25,"positive"
"hombre_del_neanthertal",0.25,"positive"
"homeotermo",0.25,"positive"
"homilía",0.25,"positive"
"homo_sapiens",0.25,"positive"
"homocéntrico",0.25,"positive"
"homocíclico",0.25,"positive"
"homogeneidad",0.25,"positive"
"homosexualidad",0.25,"positive"
"homotermo",0.25,"positive"
"honorario",0.25,"positive"
"honradez",0.25,"positive"
"horizonte_sensible",0.25,"positive"
"hormigón_armado",0.25,"positive"
"hospital",0.25,"positive"
"huero",0.25,"positive"
"humanar",0.25,"positive"
"humanizar",0.25,"positive"
"humanístico",0.25,"positive"
"humeante",0.25,"positive"
"humidificar",0.25,"positive"
"hyphantria",0.25,"positive"
"hytrin",0.25,"positive"
"hípica",0.25,"positive"
"iconfundible",0.25,"positive"
"iconoscopio",0.25,"positive"
"idea_original",0.25,"positive"
"idealista",0.25,"positive"
"identificado",0.25,"positive"
"idioma",0.25,"positive"
"imaginable",0.25,"positive"
"imagismo",0.25,"positive"
"imitado",0.25,"positive"
"impenitente",0.25,"positive"
"impermeabilidad",0.25,"positive"
"impermeabilizante",0.25,"positive"
"implantado",0.25,"positive"
"imploración",0.25,"positive"
"implorante",0.25,"positive"
"impoluto",0.25,"positive"
"impresionismo",0.25,"positive"
"in",0.25,"positive"
"inadaptado",0.25,"positive"
"inadaptador",0.25,"positive"
"inapelabilidad",0.25,"positive"
"inbuir",0.25,"positive"
"incesto",0.25,"positive"
"incidente",0.25,"positive"
"incitativo",0.25,"positive"
"inconclusamente",0.25,"positive"
"incondicional",0.25,"positive"
"incontable",0.25,"positive"
"incontrovertible",0.25,"positive"
"incorrupto",0.25,"positive"
"inculcación",0.25,"positive"
"indefectible",0.25,"positive"
"independiente",0.25,"positive"
"indizar",0.25,"positive"
"inducido",0.25,"positive"
"industria_de_la_moda",0.25,"positive"
"ineducable",0.25,"positive"
"inexpresivo",0.25,"positive"
"infalibilidad",0.25,"positive"
"infinto",0.25,"positive"
"inflación",0.25,"positive"
"influenciado",0.25,"positive"
"influir",0.25,"positive"
"información_interna",0.25,"positive"
"infrarrojo",0.25,"positive"
"infructuosidad",0.25,"positive"
"ingeniera",0.25,"positive"
"inhibidor",0.25,"positive"
"iniciador",0.25,"positive"
"inigualable",0.25,"positive"
"inmemorable",0.25,"positive"
"inmencionable",0.25,"positive"
"inmensurable",0.25,"positive"
"inmodestia",0.25,"positive"
"inmovilista",0.25,"positive"
"innombrable",0.25,"positive"
"innumerable",0.25,"positive"
"inpronunciable",0.25,"positive"
"insecto_coreido",0.25,"positive"
"instalaciones_recreativas",0.25,"positive"
"instalación_deportiva",0.25,"positive"
"instigador",0.25,"positive"
"instinto_paternal",0.25,"positive"
"instrumentalismo",0.25,"positive"
"instrumento_de_percusión",0.25,"positive"
"instrumento_óptico",0.25,"positive"
"insurrecto",0.25,"positive"
"inteligibilidad",0.25,"positive"
"intemperadamente",0.25,"positive"
"interactuación",0.25,"positive"
"intercalar",0.25,"positive"
"intercambio_de_favores",0.25,"positive"
"intercambio_de_pareja",0.25,"positive"
"interdependiente",0.25,"positive"
"interdisciplinario",0.25,"positive"
"interpretación_de_roles",0.25,"positive"
"interrelacionarse",0.25,"positive"
"intersecarse",0.25,"positive"
"intersectar",0.25,"positive"
"introductorio",0.25,"positive"
"introvertido",0.25,"positive"
"intrínseco",0.25,"positive"
"intuicionismo",0.25,"positive"
"inundado",0.25,"positive"
"inundarse",0.25,"positive"
"investigación_empírica",0.25,"positive"
"invitador",0.25,"positive"
"ionosfera",0.25,"positive"
"ipomoea",0.25,"positive"
"ir_de_excursión",0.25,"positive"
"isocíclico",0.25,"positive"
"isoniacida",0.25,"positive"
"isósceles",0.25,"positive"
"italohablante",0.25,"positive"
"izquierdas",0.25,"positive"
"izquierdo",0.25,"positive"
"jacobeo",0.25,"positive"
"jarra_de_Leyden",0.25,"positive"
"jaspeación",0.25,"positive"
"jaspeado",0.25,"positive"
"jingoísta",0.25,"positive"
"jorge",0.25,"positive"
"jornada",0.25,"positive"
"jornadas",0.25,"positive"
"judicial",0.25,"positive"
"judío",0.25,"positive"
"judío_conservador",0.25,"positive"
"juego_de_mesa",0.25,"positive"
"juego_del_tejo",0.25,"positive"
"jugo_digestivo",0.25,"positive"
"junta_de_accionistas",0.25,"positive"
"junta_de_reclutamiento",0.25,"positive"
"jurar_el_cargo",0.25,"positive"
"justicia",0.25,"positive"
"justificador",0.25,"positive"
"justificante",0.25,"positive"
"juvenil",0.25,"positive"
"koinonía",0.25,"positive"
"la_intelectualidad",0.25,"positive"
"laicado",0.25,"positive"
"laicismo",0.25,"positive"
"lampyridae",0.25,"positive"
"lanar",0.25,"positive"
"lanceolado",0.25,"positive"
"lanuginoso",0.25,"positive"
"largeza",0.25,"positive"
"larguirucho",0.25,"positive"
"larvado",0.25,"positive"
"laya",0.25,"positive"
"lectura_pública",0.25,"positive"
"legalización",0.25,"positive"
"legalizar",0.25,"positive"
"legato",0.25,"positive"
"lengua_natural",0.25,"positive"
"lengua_sánscrita",0.25,"positive"
"lenguaje_natural",0.25,"positive"
"lenitivo",0.25,"positive"
"lente_convexa",0.25,"positive"
"leonado",0.25,"positive"
"lesbiana",0.25,"positive"
"letra_bastardilla",0.25,"positive"
"letra_corrida",0.25,"positive"
"letra_cursiva",0.25,"positive"
"letra_mayúscula",0.25,"positive"
"letrero",0.25,"positive"
"levantado",0.25,"positive"
"leíble",0.25,"positive"
"liberador",0.25,"positive"
"liberalismo",0.25,"positive"
"libertad_de_expresión",0.25,"positive"
"libertad_de_religión",0.25,"positive"
"libertador",0.25,"positive"
"libertarismo",0.25,"positive"
"librador",0.25,"positive"
"libre_comercio",0.25,"positive"
"librecambio",0.25,"positive"
"libreta_de_ahorro",0.25,"positive"
"libreta_de_ahorros",0.25,"positive"
"libro_de_conocimiento",0.25,"positive"
"licantropía",0.25,"positive"
"licitador",0.25,"positive"
"licitud",0.25,"positive"
"ligado",0.25,"positive"
"ligoteo",0.25,"positive"
"limnología",0.25,"positive"
"limones",0.25,"positive"
"limpieza",0.25,"positive"
"limítrofe",0.25,"positive"
"lindero",0.25,"positive"
"linebacker",0.25,"positive"
"liofilizado",0.25,"positive"
"liquescente",0.25,"positive"
"lista_negra",0.25,"positive"
"listado",0.25,"positive"
"llamada_a_filas",0.25,"positive"
"llamada_de_teléfono",0.25,"positive"
"llamada_telefónica",0.25,"positive"
"llaneza",0.25,"positive"
"llegar_hondo",0.25,"positive"
"llegar_lejos",0.25,"positive"
"llevar_a_término",0.25,"positive"
"llevar_al_altar",0.25,"positive"
"llevarse_el_pastel",0.25,"positive"
"llueca",0.25,"positive"
"lo_apetitoso",0.25,"positive"
"lo_delicioso",0.25,"positive"
"lo_gustoso",0.25,"positive"
"lo_sabroso",0.25,"positive"
"localizado",0.25,"positive"
"locuaz",0.25,"positive"
"lucidez",0.25,"positive"
"lugar_de_moda",0.25,"positive"
"lugar_de_reunión",0.25,"positive"
"lugar_estratégico",0.25,"positive"
"lugar_imagianario",0.25,"positive"
"lujuriar",0.25,"positive"
"luminancia",0.25,"positive"
"lustrado",0.25,"positive"
"lábil",0.25,"positive"
"lámpara_de_Aladino",0.25,"positive"
"lésbico",0.25,"positive"
"límpido",0.25,"positive"
"línea_de_salida",0.25,"positive"
"línea_divisoria",0.25,"positive"
"lírico",0.25,"positive"
"lógica_alética",0.25,"positive"
"lógica_doxástica",0.25,"positive"
"machista",0.25,"positive"
"macroscópico",0.25,"positive"
"macrón",0.25,"positive"
"madrás",0.25,"positive"
"maestrazgo",0.25,"positive"
"maestro_cocinero",0.25,"positive"
"magnanimidad",0.25,"positive"
"magnético",0.25,"positive"
"mahayanismo",0.25,"positive"
"maitre",0.25,"positive"
"malentendido",0.25,"positive"
"manager",0.25,"positive"
"mandarina",0.25,"positive"
"manguito",0.25,"positive"
"manipulabilidad",0.25,"positive"
"mansedumbre",0.25,"positive"
"mansión",0.25,"positive"
"mansuetud",0.25,"positive"
"manumitir",0.25,"positive"
"manzana_camuesa",0.25,"positive"
"manzana_reineta",0.25,"positive"
"maqueta",0.25,"positive"
"marca_de_estilo",0.25,"positive"
"marca_distintiva",0.25,"positive"
"marcha_militar",0.25,"positive"
"marginalidad",0.25,"positive"
"maria",0.25,"positive"
"marketing",0.25,"positive"
"marmolación",0.25,"positive"
"marrajo",0.25,"positive"
"marrano",0.25,"positive"
"marrón-rojizo",0.25,"positive"
"masajear",0.25,"positive"
"masculinidad",0.25,"positive"
"masoquista",0.25,"positive"
"master_en_pedagogía",0.25,"positive"
"mastuerzo_acuático",0.25,"positive"
"mastuerzo_de_agua",0.25,"positive"
"masturbación",0.25,"positive"
"matar_de_risa",0.25,"positive"
"matarse",0.25,"positive"
"matatenas",0.25,"positive"
"materializado",0.25,"positive"
"matiné",0.25,"positive"
"matrilineal",0.25,"positive"
"matrimoniarse",0.25,"positive"
"maximización",0.25,"positive"
"mayúscula",0.25,"positive"
"mediana",0.25,"positive"
"medicación_con_cuentagotas",0.25,"positive"
"medida_de_contrapeso",0.25,"positive"
"medida_provisional",0.25,"positive"
"medidas_drásticas",0.25,"positive"
"medido",0.25,"positive"
"medio_relieve",0.25,"positive"
"medirse",0.25,"positive"
"melfalán",0.25,"positive"
"melódicamente",0.25,"positive"
"memoria_volátil",0.25,"positive"
"mención_honorífica",0.25,"positive"
"mercadeo",0.25,"positive"
"mercado_bursátil",0.25,"positive"
"mercado_de_valores",0.25,"positive"
"mercenario",0.25,"positive"
"merchandising",0.25,"positive"
"merecimiento",0.25,"positive"
"meritorio",0.25,"positive"
"merodeador",0.25,"positive"
"mesofítico",0.25,"positive"
"mesófilo",0.25,"positive"
"metacarpo",0.25,"positive"
"metaconocimiento",0.25,"positive"
"metafísica",0.25,"positive"
"metafórico",0.25,"positive"
"meteórico",0.25,"positive"
"metonímia",0.25,"positive"
"metonímico",0.25,"positive"
"metotrexato",0.25,"positive"
"metrónomo",0.25,"positive"
"mezuzá",0.25,"positive"
"miasmático",0.25,"positive"
"microfotómetro",0.25,"positive"
"microscopio_electrónico",0.25,"positive"
"mientes",0.25,"positive"
"militarización",0.25,"positive"
"mimado",0.25,"positive"
"mimetizar",0.25,"positive"
"mina_de_oro",0.25,"positive"
"minado",0.25,"positive"
"ministerio_de_asuntos_exteriores",0.25,"positive"
"miofibrilla",0.25,"positive"
"miradita",0.25,"positive"
"mirar_por",0.25,"positive"
"misil_balístico_intercontinental",0.25,"positive"
"misión_religiosa",0.25,"positive"
"misticismo",0.25,"positive"
"mistificar",0.25,"positive"
"mitologista",0.25,"positive"
"mitologo",0.25,"positive"
"mitólogo",0.25,"positive"
"modelo_a_escala",0.25,"positive"
"modelo_a_imitar",0.25,"positive"
"moderantismo",0.25,"positive"
"moderato",0.25,"positive"
"modicidad",0.25,"positive"
"modorra",0.25,"positive"
"mona",0.25,"positive"
"monosilábico",0.25,"positive"
"monosílabo",0.25,"positive"
"monoteísmo",0.25,"positive"
"monsenor",0.25,"positive"
"monseñor",0.25,"positive"
"monte_de_piedad",0.25,"positive"
"monumento_a_Washington",0.25,"positive"
"monumento_nacional",0.25,"positive"
"moral",0.25,"positive"
"moral_sexual",0.25,"positive"
"mordacidad",0.25,"positive"
"morganático",0.25,"positive"
"mortinato",0.25,"positive"
"mosca",0.25,"positive"
"motete",0.25,"positive"
"motilidad",0.25,"positive"
"motivación_irracional",0.25,"positive"
"motricidad",0.25,"positive"
"movilidad",0.25,"positive"
"movilización_militar",0.25,"positive"
"movimiento_gay",0.25,"positive"
"movimiento_juvenil",0.25,"positive"
"movimiento_libertario",0.25,"positive"
"movimiento_obrero",0.25,"positive"
"movimiento_religioso",0.25,"positive"
"mozo_de_cuadra",0.25,"positive"
"mozo_de_establo",0.25,"positive"
"mueble_de_época",0.25,"positive"
"muerte_civil",0.25,"positive"
"muestra_de_tela",0.25,"positive"
"muestreo",0.25,"positive"
"mujeril",0.25,"positive"
"mullido",0.25,"positive"
"multiracial",0.25,"positive"
"multiuso",0.25,"positive"
"mundano",0.25,"positive"
"munificencia",0.25,"positive"
"munificente",0.25,"positive"
"munificiencia",0.25,"positive"
"munífico",0.25,"positive"
"museo_científico",0.25,"positive"
"mutable",0.25,"positive"
"mutante",0.25,"positive"
"máchmetro",0.25,"positive"
"máquina_de_rayos_X",0.25,"positive"
"márketing",0.25,"positive"
"máster_en_educación",0.25,"positive"
"método_de_enseñanza",0.25,"positive"
"método_ecléctico",0.25,"positive"
"método_pedagógico",0.25,"positive"
"métricamente",0.25,"positive"
"míster",0.25,"positive"
"místico",0.25,"positive"
"módulo_de_mando",0.25,"positive"
"naciente",0.25,"positive"
"nacimiento_del_cabello",0.25,"positive"
"nadaderas",0.25,"positive"
"naltrexona",0.25,"positive"
"narcisista",0.25,"positive"
"narcotizado",0.25,"positive"
"nasión",0.25,"positive"
"naturista",0.25,"positive"
"navaja_automática",0.25,"positive"
"nave_espacial",0.25,"positive"
"neanthertal",0.25,"positive"
"nebrina",0.25,"positive"
"necio",0.25,"positive"
"negarse",0.25,"positive"
"negociación_comercial",0.25,"positive"
"negroide",0.25,"positive"
"nemotecnia",0.25,"positive"
"neoclasicismo",0.25,"positive"
"neostigmina",0.25,"positive"
"nervio_troclear",0.25,"positive"
"neurobiológico",0.25,"positive"
"neuroléptico",0.25,"positive"
"ninfula",0.25,"positive"
"niqui",0.25,"positive"
"nitrificarse",0.25,"positive"
"no_apareado",0.25,"positive"
"no_comunicación",0.25,"positive"
"no_de_primos",0.25,"positive"
"no_elevado",0.25,"positive"
"no_esclarecedor",0.25,"positive"
"no_iluminador",0.25,"positive"
"no_perecible",0.25,"positive"
"no_profético",0.25,"positive"
"no_resinoso",0.25,"positive"
"nombre_de_fábrica",0.25,"positive"
"nomia",0.25,"positive"
"nominar",0.25,"positive"
"nostalgia",0.25,"positive"
"nota_musical",0.25,"positive"
"nublado",0.25,"positive"
"nudista",0.25,"positive"
"nuevas",0.25,"positive"
"nutricionista",0.25,"positive"
"nutrición_autótrofa",0.25,"positive"
"nutrimento",0.25,"positive"
"número_romano",0.25,"positive"
"números_rojos",0.25,"positive"
"obediencia",0.25,"positive"
"obelión",0.25,"positive"
"objetificar",0.25,"positive"
"objeto_indirecto",0.25,"positive"
"objetor_de_conciencia",0.25,"positive"
"obligación_noble",0.25,"positive"
"obra_de_consulta",0.25,"positive"
"obra_literaria",0.25,"positive"
"obstructor",0.25,"positive"
"oceánico",0.25,"positive"
"oclusivo",0.25,"positive"
"octosilábico",0.25,"positive"
"octosílabo",0.25,"positive"
"ocuparse",0.25,"positive"
"ocurrirse",0.25,"positive"
"oferta_de_matrimonio",0.25,"positive"
"offset",0.25,"positive"
"oficial_pagador",0.25,"positive"
"oficiante",0.25,"positive"
"oficinista",0.25,"positive"
"ofrecer_sexo",0.25,"positive"
"ofrecimiento_de_matrimonio",0.25,"positive"
"ofrenda",0.25,"positive"
"ojiazul",0.25,"positive"
"ojos",0.25,"positive"
"olla_para_asar",0.25,"positive"
"olvidable",0.25,"positive"
"ombrío",0.25,"positive"
"omnipresente",0.25,"positive"
"omnisciencia",0.25,"positive"
"omnisciente",0.25,"positive"
"onda_sonora",0.25,"positive"
"opalino",0.25,"positive"
"operacionalmente",0.25,"positive"
"opistognato",0.25,"positive"
"opúsculo",0.25,"positive"
"oración_interrogativa",0.25,"positive"
"orante",0.25,"positive"
"oratorio",0.25,"positive"
"orden_Scorpionida",0.25,"positive"
"orden_religiosa",0.25,"positive"
"ordenancista",0.25,"positive"
"orejero",0.25,"positive"
"organización_benéfica",0.25,"positive"
"organizado",0.25,"positive"
"orgasmo",0.25,"positive"
"ornamentador",0.25,"positive"
"ornamental",0.25,"positive"
"ornamentalista",0.25,"positive"
"orto",0.25,"positive"
"osado",0.25,"positive"
"oscilante",0.25,"positive"
"oscilatorio",0.25,"positive"
"ostensible",0.25,"positive"
"osteopatía",0.25,"positive"
"ostracodermos",0.25,"positive"
"ovacionador",0.25,"positive"
"oxifenbutazona",0.25,"positive"
"paciente",0.25,"positive"
"pagoda",0.25,"positive"
"palabra_de_honor",0.25,"positive"
"palabras_amorosas",0.25,"positive"
"paleoantropología",0.25,"positive"
"paleoantropológico",0.25,"positive"
"palmeador",0.25,"positive"
"palo_de_escoba",0.25,"positive"
"palpable",0.25,"positive"
"pan_eucarístico",0.25,"positive"
"panecillo",0.25,"positive"
"panzudo",0.25,"positive"
"papeleta_de_empeño",0.25,"positive"
"papelón",0.25,"positive"
"paprika",0.25,"positive"
"parada_de_camiones",0.25,"positive"
"paraje",0.25,"positive"
"pardo",0.25,"positive"
"paripinado",0.25,"positive"
"parir_cerditos",0.25,"positive"
"parir_puercos",0.25,"positive"
"parodia",0.25,"positive"
"partes_iguales",0.25,"positive"
"participar_en",0.25,"positive"
"participio_pasado",0.25,"positive"
"partidaria",0.25,"positive"
"pasar_de_moda",0.25,"positive"
"pasar_el_rato",0.25,"positive"
"pasar_la_aspiradora",0.25,"positive"
"pase_adelantado",0.25,"positive"
"pase_lateral",0.25,"positive"
"paseo_en_barco",0.25,"positive"
"paseo_en_yate",0.25,"positive"
"paso_de_baile",0.25,"positive"
"passeri",0.25,"positive"
"paternal",0.25,"positive"
"patilargo",0.25,"positive"
"patito_feo",0.25,"positive"
"patológicamente",0.25,"positive"
"patrilineal",0.25,"positive"
"patriotero",0.25,"positive"
"patrocinado",0.25,"positive"
"patronal",0.25,"positive"
"patrullaje",0.25,"positive"
"patrullar",0.25,"positive"
"paulatino",0.25,"positive"
"país_de_los_sueños",0.25,"positive"
"pedante",0.25,"positive"
"pedestal",0.25,"positive"
"pediatra",0.25,"positive"
"pedicura",0.25,"positive"
"pedicuro",0.25,"positive"
"peinar_con_estilo",0.25,"positive"
"pelleja",0.25,"positive"
"pelota_de_ping_pong",0.25,"positive"
"pelota_de_tenis",0.25,"positive"
"película_amateur",0.25,"positive"
"penetrabilidad",0.25,"positive"
"pensable",0.25,"positive"
"pensamiento_sintético",0.25,"positive"
"pensante",0.25,"positive"
"pentasilábico",0.25,"positive"
"pentasílabo",0.25,"positive"
"pequeña_compañía_de_préstamo",0.25,"positive"
"pequeñito",0.25,"positive"
"per_capita",0.25,"positive"
"perceptivamente",0.25,"positive"
"perceptivo",0.25,"positive"
"perciformes",0.25,"positive"
"perdurabilidad",0.25,"positive"
"peregrinaje",0.25,"positive"
"perihelio",0.25,"positive"
"periodo_histórico",0.25,"positive"
"permeable",0.25,"positive"
"permiso_de_salida",0.25,"positive"
"persona_grata",0.25,"positive"
"persona_mayor",0.25,"positive"
"persona_religiosa",0.25,"positive"
"personal_de_tierra",0.25,"positive"
"personalizado",0.25,"positive"
"personalizar",0.25,"positive"
"perspicacia",0.25,"positive"
"persuasible",0.25,"positive"
"persuasiva",0.25,"positive"
"período_de_descanso",0.25,"positive"
"período_histórico",0.25,"positive"
"pesadamente",0.25,"positive"
"petición_de_mano",0.25,"positive"
"petrolífero",0.25,"positive"
"pezophaps",0.25,"positive"
"phthirius",0.25,"positive"
"phthirus",0.25,"positive"
"picogordo",0.25,"positive"
"pictográfico",0.25,"positive"
